name,lat,lon,str
9TH STREET LUNCHEONETTE 7 9 STREET New York NY 11231,40.6772802,-74.0094471,"{lng=-74.0094471, lat=40.6772802}"
VINA DEL MAR RESTAURANT 8952 146 STREET New York NY 11435,40.7031635,-73.8095574,"{lng=-73.8095574, lat=40.7031635}"
ICE HOUSE CAFE 140 REYNOLDS AVENUE New York NY 10465,40.8168432,-73.8070079,"{lng=-73.8070079, lat=40.8168432}"
NEW RED APPLE RESTAURANT 1724 HYLAN BOULEVARD New York NY 10305,40.586652,-74.091555,"{lng=-74.091555, lat=40.586652}"
KING'S PALACE CHICKEN GYRO 5605 BROADWAY New York NY 10463,40.87905,-73.9046694,"{lng=-73.9046694, lat=40.87905}"
CELTIC HOUSE 4279 KATONAH AVENUE New York NY 10470,40.89785,-73.867552,"{lng=-73.867552, lat=40.89785}"
JR & SON 575 LORIMER STREET New York NY 11211,40.714173,-73.949667,"{lng=-73.94966699999999, lat=40.714173}"
DUNKIN DONUTS 1422 KINGS HIGHWAY New York NY 11229,40.608348,-73.958381,"{lng=-73.958381, lat=40.608348}"
WHITMAN AND BLOOM 384 3 AVENUE New York NY 10016,40.74727,-73.9800645,"{lng=-73.9800645, lat=40.74727}"
PHO BANG RESTAURANT 82-90 BROADWAY New York NY 11373,40.7419902,-73.8811657,"{lng=-73.8811657, lat=40.7419902}"
JUST LORRAINE'S PLACE 2247 ADAM CLAYTON POWELL BOULEVARD New York NY 10027,40.813429,-73.944605,"{lng=-73.944605, lat=40.813429}"
GOOD HOPE RESTAURANT 1683 FLATBUSH AVENUE New York NY 11210,40.629238,-73.943594,"{lng=-73.94359399999999, lat=40.629238}"
SOHNA PUNJAB INDIAN RESTAURANT & BAR 248-03 UNION TURNPIKE New York NY 11426,40.7424378,-73.7219687,"{lng=-73.72196869999999, lat=40.7424378}"
NIZZA 628 9 AVENUE New York NY 10036,40.7599713,-73.9914953,"{lng=-73.9914953, lat=40.7599713}"
PARRILLA LATINA 614 MELROSE AVENUE New York NY 10455,40.8176569,-73.916676,"{lng=-73.916676, lat=40.8176569}"
DUNKIN' DONUTS 24501 FRANCIS LEWIS BOULEVARD New York NY 11422,40.6649249,-73.73468,"{lng=-73.73468, lat=40.6649249}"
DUNKIN DONUTS/BASKIN ROBBINS 1922 FLATBUSH AVENUE New York NY 11210,40.6227055,-73.9370065,"{lng=-73.9370065, lat=40.6227055}"
DUNKIN DONUTS 6620 AVENUE U New York NY 11234,40.6169162,-73.9096323,"{lng=-73.9096323, lat=40.6169162}"
DUNKIN' DONUTS 8513 18 AVENUE New York NY 11214,40.6042332,-74.0025999,"{lng=-74.00259989999999, lat=40.6042332}"
GIOVANNI'S RESTAURANT 579 GRAND CONCOURSE New York NY 10451,40.8193817,-73.9271442,"{lng=-73.9271442, lat=40.81938170000001}"
BURGER KING 400 EAST TREMONT AVENUE New York NY 10457,40.847418,-73.900825,"{lng=-73.900825, lat=40.847418}"
CARLOS & GABBY'S 1376 CONEY ISLAND AVENUE New York NY 11230,40.623931,-73.965365,"{lng=-73.96536499999999, lat=40.623931}"
NEW LI HING RESTAURANT 181 34 STREET New York NY 11232,40.6560436,-74.0079781,"{lng=-74.0079781, lat=40.6560436}"
101 TAIWANESE CUISINE 135-11 40 ROAD New York NY 11354,40.7699016,-73.8272029,"{lng=-73.8272029, lat=40.7699016}"
MASAL CAFE & LOUNGE 1901 EMMONS AVENUE New York NY 11235,40.5839607,-73.9492139,"{lng=-73.9492139, lat=40.5839607}"
DUNKIN' DONUTS 100-05 QUEENS BOULEVARD New York NY 11375,40.727044,-73.8533092,"{lng=-73.8533092, lat=40.727044}"
CLASSIC CUISINE 713 BEACH 20 STREET New York NY 11691,40.6024346,-73.762495,"{lng=-73.762495, lat=40.6024346}"
PRIME CAFE 125 WEST 26 STREET New York NY 10001,40.7536854,-73.9991637,"{lng=-73.9991637, lat=40.75368539999999}"
STUDEBAKER CAFE 615 WEST 131 STREET New York NY 10027,40.8138912,-73.9624327,"{lng=-73.96243270000001, lat=40.8138912}"
MIRACALI BAKERY #1 45-58 46 STREET New York NY 11377,40.7413334,-73.9036487,"{lng=-73.90364869999999, lat=40.74133339999999}"
DUNKIN' DONUTS 7111 3 AVENUE New York NY 11209,40.6212119,-74.0329499,"{lng=-74.03294989999999, lat=40.6212119}"
INTERNATIONAL BAKE SHOP 719 SENECA AVENUE New York NY 11385,40.702641,-73.90737,"{lng=-73.90737, lat=40.702641}"
POPEYES CHICKEN & BISCUITS 1351 FOREST AVENUE New York NY 10302,40.626639,-74.135071,"{lng=-74.135071, lat=40.626639}"
METROPOLITAN OPERA HOUSE 6TH FL 0 LINCOLN CENTER PLAZA New York NY 10023,40.7705544,-73.9849887,"{lng=-73.9849887, lat=40.77055439999999}"
MCDONALD'S 606 NEPTUNE AVENUE New York NY 11224,40.5798387,-73.975487,"{lng=-73.97548700000002, lat=40.5798387}"
LANGQI SEAFOOD RESTAURANT 5701 7 AVENUE New York NY 11220,40.6385229,-74.0153231,"{lng=-74.0153231, lat=40.6385229}"
STARBUCKS COFFEE 1889 BROADWAY New York NY 10023,40.7769059,-73.9800645,"{lng=-73.9800645, lat=40.7769059}"
FATHER & SON DELI 2511 30 AVENUE New York NY 11102,40.7732937,-73.9286341,"{lng=-73.9286341, lat=40.7732937}"
THE SPOT 417 PROSPECT PLACE New York NY 11238,40.6764987,-73.9626743,"{lng=-73.9626743, lat=40.6764987}"
KAFANA 116 AVENUE C New York NY 10009,40.7242582,-73.978429,"{lng=-73.97842899999999, lat=40.7242582}"
PAPA JOHNS PIZZA 362 EAST 204 STREET New York NY 10467,40.8723987,-73.8713099,"{lng=-73.8713099, lat=40.8723987}"
TRE 173 LUDLOW ST New York NY 10002,40.72184,-73.987714,"{lng=-73.987714, lat=40.72184}"
J & JOE DELI & GROCERY 82-39 164 STREET New York NY 11432,40.7154518,-73.7919103,"{lng=-73.7919103, lat=40.7154518}"
PAPA JOHN'S 1701 RALPH AVENUE New York NY 11236,40.6352425,-73.9189211,"{lng=-73.91892109999999, lat=40.6352425}"
NEW FIVE LUCK CHINESE RESTAURANT 1834 2 AVENUE New York NY 10128,40.7826039,-73.9506774,"{lng=-73.9506774, lat=40.7826039}"
CIAO FOR NOW 107 WEST 10 STREET New York NY 10011,40.7464969,-74.0094471,"{lng=-74.0094471, lat=40.7464969}"
CHICKPEA 210 EAST 14 STREET New York NY 10003,40.7322535,-73.9874105,"{lng=-73.9874105, lat=40.7322535}"
CILANTRO 485 COLUMBUS AVENUE New York NY 10024,40.7846572,-73.9732006,"{lng=-73.9732006, lat=40.78465720000001}"
SALAD BAR BEST FOOD 9040 160 STREET New York NY 11432,40.7154518,-73.7919103,"{lng=-73.7919103, lat=40.7154518}"
GOLDEN KITCHEN 2921 ASTORIA BOULEVARD New York NY 11102,40.77051,-73.91887,"{lng=-73.91887, lat=40.77051}"
CITY CAFE 5603 8 AVENUE New York NY 11220,40.6385229,-74.0153231,"{lng=-74.0153231, lat=40.6385229}"
SUBWAY 968 MORRIS PARK AVENUE New York NY 10462,40.8476541,-73.8572046,"{lng=-73.8572046, lat=40.8476541}"
DON PICHON RESTAURANT 359 SOUTHERN BOULEVARD New York NY 10454,40.8073391,-73.9081219,"{lng=-73.9081219, lat=40.8073391}"
BLACK BEAR BAR 7072 NORTH 6 STREET New York NY 11211,40.7093358,-73.9565551,"{lng=-73.9565551, lat=40.7093358}"
LINCOLN TOWERS CAFE 234 EAST 149 STREET New York NY 10451,40.8187386,-73.9271644,"{lng=-73.9271644, lat=40.8187386}"
EAST PACIFIC 2655 RICHMOND AVENUE New York NY 10314,40.5816978,-74.1661941,"{lng=-74.1661941, lat=40.5816978}"
SPITZER'S CORNER 101 RIVINGTON STREET New York NY 10002,40.7199386,-73.988271,"{lng=-73.988271, lat=40.7199386}"
ASO ROCK LOUNGE AND RESTAURANT 138-24 FARMERS BOULEVARD New York NY 11434,40.6721164,-73.7642679,"{lng=-73.76426790000001, lat=40.6721164}"
RIO BRAVO RESTAURANT 37-82 103 STREET New York NY 11368,40.7506343,-73.8477874,"{lng=-73.8477874, lat=40.7506343}"
YERBA BUENA 23 AVENUE A New York NY 10009,40.7275043,-73.9800645,"{lng=-73.9800645, lat=40.7275043}"
ASIA PALACE 4813 NEW UTRECHT AVENUE New York NY 11219,40.6367821,-73.994676,"{lng=-73.994676, lat=40.6367821}"
LA MINITA RESTAURANT 3855 10 AVENUE New York NY 10034,40.8721452,-73.9212858,"{lng=-73.92128579999999, lat=40.8721452}"
TED & HONEY 264 CLINTON STREET New York NY 11201,40.6878973,-73.9957521,"{lng=-73.99575209999999, lat=40.6878973}"
MORANDI 15 CHARLES STREET New York NY 10014,40.7366138,-74.0094471,"{lng=-74.0094471, lat=40.7366138}"
PAPA JOHNS PIZZA 31-16 FARRINGTON STREET New York NY 11354,40.7686443,-73.8334834,"{lng=-73.83348339999999, lat=40.7686443}"
MCDONALD'S 2410 CONEY ISLAND AVE New York NY 11223,40.5981678,-73.9611951,"{lng=-73.9611951, lat=40.5981678}"
DRESNERS 1479 YORK AVENUE New York NY 10075,40.770987,-73.951088,"{lng=-73.951088, lat=40.770987}"
MAY LUCK KITCHEN 149-11 JAMAICA AVENUE New York NY 11435,40.702174,-73.8052639,"{lng=-73.8052639, lat=40.702174}"
CIRCLES CAFE 310 BAY RIDGE AVENUE New York NY 11220,40.6355801,-74.0256592,"{lng=-74.02565919999999, lat=40.6355801}"
EL NUEVO ROBLE BILLARES RESTAURANT 216 EAST 170 STREET New York NY 10456,40.8310224,-73.9095279,"{lng=-73.9095279, lat=40.83102239999999}"
NEW MALAYSIA RESTAURANT 13517 40 ROAD New York NY 11354,40.7699016,-73.8272029,"{lng=-73.8272029, lat=40.7699016}"
Cosmos Room Cafe 15814 NORTHERN BOULEVARD New York NY 11358,40.762885,-73.806759,"{lng=-73.806759, lat=40.762885}"
NEIGHBORHOOD PIZZERIA & RESTAURANT 4 COLEMAN SQUARE New York NY 11414,40.6602124,-73.830695,"{lng=-73.83069499999999, lat=40.6602124}"
SONNIER & CASTLE 554 WEST 48 STREET New York NY 10036,40.7602619,-73.9932872,"{lng=-73.9932872, lat=40.7602619}"
SWEET REVENGE 62 CARMINE STREET New York NY 10014,40.7366138,-74.0094471,"{lng=-74.0094471, lat=40.7366138}"
SYBIL'S 2210 CHURCH AVENUE New York NY 11226,40.6502759,-73.9580745,"{lng=-73.9580745, lat=40.6502759}"
CAFE 2000 CORONA 4008 JUNCTION BOULEVARD New York NY 11368,40.7488734,-73.86925,"{lng=-73.86925, lat=40.7488734}"
MCDONALD'S 2549 BROADWAY New York NY 10025,40.79443,-73.972464,"{lng=-73.972464, lat=40.79443}"
MCDONALD'S 2870 3 AVENUE New York NY 10455,40.8147803,-73.9080581,"{lng=-73.90805809999999, lat=40.8147803}"
MAOZ VEGETARIAN 38 UNION SQUARE EAST New York NY 10003,40.7361008,-73.9890809,"{lng=-73.98908089999999, lat=40.7361008}"
VELVET LOUNGE 174 BROADWAY New York NY 11211,40.7099025,-73.9628321,"{lng=-73.9628321, lat=40.70990250000001}"
SUBWAY 578 WEST 125 STREET New York NY 10027,40.8138912,-73.9624327,"{lng=-73.96243270000001, lat=40.8138912}"
"DUNKIN' DONUTS, BASKIN ROBBINS 138-50 JAMAICA AVENUE New York NY 11435",40.7023141,-73.81355,"{lng=-73.81354999999999, lat=40.7023141}"
BONA PIZZA 1204 FLATBUSH AVENUE New York NY 11226,40.64085,-73.956361,"{lng=-73.956361, lat=40.64085}"
KOWLOON CAFE 2365 86 STREET New York NY 11214,40.6042332,-74.0025999,"{lng=-74.00259989999999, lat=40.6042332}"
LA MAISON DU MACARON 132 WEST 23 STREET New York NY 10011,40.7464969,-74.0094471,"{lng=-74.0094471, lat=40.7464969}"
CHOGA KOREAN & JAPANESE RESTAURANT 145 BLEECKER STREET New York NY 10012,40.728378,-73.999058,"{lng=-73.99905799999999, lat=40.72837800000001}"
MEE THAI CUISINE 180 5 AVENUE New York NY 11217,40.6830069,-73.9800645,"{lng=-73.9800645, lat=40.6830069}"
BENARES INDIAN FOOD 240 WEST 56 STREET New York NY 10019,40.7686973,-73.9918181,"{lng=-73.9918181, lat=40.7686973}"
KEN'S ASIAN TASTE 40 BOWERY New York NY 10013,40.71556,-73.9969069,"{lng=-73.9969069, lat=40.71556}"
ROSEWOOD 5 EAST 19 STREET New York NY 10003,40.634176,-74.0850533,"{lng=-74.0850533, lat=40.634176}"
CASA NINO 1757 ARTHUR KILL ROAD New York NY 10312,40.559734,-74.1973,"{lng=-74.1973, lat=40.559734}"
PANERA BREAD 280 MARSH AVENUE New York NY 10314,40.5773955,-74.1637193,"{lng=-74.1637193, lat=40.5773955}"
AMC THEATRES 19TH STREET EAST 890 BROADWAY New York NY 10003,40.7386165,-73.9897361,"{lng=-73.9897361, lat=40.7386165}"
NOA NOA NIGHT CLUB 3621 STEINWAY STREET New York NY 11101,40.7530233,-73.9235247,"{lng=-73.9235247, lat=40.7530233}"
GREEN RESTAURANT 737 LYDIG AVENUE New York NY 10462,40.8544805,-73.8661722,"{lng=-73.8661722, lat=40.8544805}"
SHINJU 236 7 AVENUE New York NY 11215,40.6681669,-73.9800645,"{lng=-73.9800645, lat=40.6681669}"
THE LITE CHOICE 5 CONTINENTAL AVENUE New York NY 11375,40.7184734,-73.8458833,"{lng=-73.8458833, lat=40.7184734}"
GOOD TO GO 1894 EASTCHESTER ROAD New York NY 10461,40.851401,-73.843486,"{lng=-73.843486, lat=40.851401}"
RUSTY'S FLAVOR 2253 7 AVENUE New York NY 10027,40.8138912,-73.9624327,"{lng=-73.96243270000001, lat=40.8138912}"
MAXIM CHINESE RESTAURANT 37-61 103 STREET New York NY 11368,40.7506343,-73.8477874,"{lng=-73.8477874, lat=40.7506343}"
E.J. MICHAEL'S 137 BARNARD AVE New York NY 10307,40.515167,-74.2425839,"{lng=-74.2425839, lat=40.515167}"
HIBERNIA 401 WEST 50 STREET New York NY 10019,40.7686973,-73.9918181,"{lng=-73.9918181, lat=40.7686973}"
COLADOR CAFE 1000 BEDFORD AVENUE New York NY 11205,40.6906508,-73.9556016,"{lng=-73.9556016, lat=40.6906508}"
LENNY'S 1481 2 AVENUE New York NY 10075,40.7728432,-73.9558204,"{lng=-73.9558204, lat=40.7728432}"
DUNKIN' DONUTS 1467 NOSTRAND AVENUE New York NY 11226,40.650385,-73.949209,"{lng=-73.949209, lat=40.650385}"
ALICE'S INT'L CAFE 420 WEST 118 STREET New York NY 10027,40.8138912,-73.9624327,"{lng=-73.96243270000001, lat=40.8138912}"
NEW APOLLO DINER 159 LIVINGSTON STREET New York NY 11201,40.6903651,-73.987544,"{lng=-73.987544, lat=40.6903651}"
NEW DREAM DELI 27-51 JACKSON AVENUE New York NY 11101,40.748406,-73.939639,"{lng=-73.939639, lat=40.748406}"
RALPH'S FAMOUS ITALIAN ICES 890 HUGUENOT AVENUE New York NY 10312,40.5324346,-74.1920507,"{lng=-74.1920507, lat=40.53243459999999}"
DUNKIN' DONUTS BASKIN ROBBINS 53 WEST 116 STREET New York NY 10026,40.8032131,-73.9525825,"{lng=-73.95258249999999, lat=40.8032131}"
TAVERN 18 265-11 UNION TURNPIKE New York NY 11040,40.7466623,-73.6830521,"{lng=-73.6830521, lat=40.7466623}"
STOP AT THE STOP SWEET POT RESTAURANT & COCKTAIL 918 EAST 233 STREET New York NY 10466,40.8887394,-73.8477874,"{lng=-73.8477874, lat=40.8887394}"
DUNKIN' DONUTS 26-05 FRANCIS LEWIS BOULEVARD New York NY 11358,40.7730281,-73.7955263,"{lng=-73.79552629999999, lat=40.7730281}"
SOPHIE'S CUBAN CUISINE 28 EAST 23 STREET New York NY 10010,40.7388319,-73.9815337,"{lng=-73.98153370000001, lat=40.7388319}"
POCO 33 AVENUE B New York NY 10009,40.7224497,-73.9829221,"{lng=-73.98292210000001, lat=40.7224497}"
HEAVENLY FRITAILLE RESTAURANT 212-21 JAMAICA AVENUE New York NY 11428,40.7160749,-73.74636,"{lng=-73.74636, lat=40.7160749}"
SWIG 1629 2 AVENUE New York NY 10028,40.7766412,-73.9521468,"{lng=-73.9521468, lat=40.77664120000001}"
LENNY'S 66 WEST 9 STREET New York NY 10011,40.7464969,-74.0094471,"{lng=-74.0094471, lat=40.7464969}"
MCDONALD'S 1749 UNIVERSITY AVENUE New York NY 10453,40.8499235,-73.9164751,"{lng=-73.9164751, lat=40.8499235}"
GRILL ON LEE 108 LEE AVENUE New York NY 11211,40.7044233,-73.9588884,"{lng=-73.95888839999999, lat=40.70442329999999}"
EAST HARLEM CAFE 153 EAST 104 STREET New York NY 10029,40.7909192,-73.9468885,"{lng=-73.9468885, lat=40.7909192}"
DUNKIN' DONUTS 1980 86 STREET New York NY 11214,40.6042332,-74.0025999,"{lng=-74.00259989999999, lat=40.6042332}"
CHINA GARDEN CHINESE RESTAURANT 80-45 KEW GARDENS ROAD New York NY 11415,40.712555,-73.828877,"{lng=-73.82887699999999, lat=40.71255499999999}"
234 CHINA CITY 234 KINGS HIGHWAY New York NY 11223,40.60516,-73.982194,"{lng=-73.98219399999999, lat=40.60516}"
CHU YING CHINESE RESTAURANT 6721 WOODSIDE AVENUE New York NY 11377,40.7431569,-73.896832,"{lng=-73.896832, lat=40.7431569}"
BINGO DELI 77 PEARL STREET New York NY 10004,40.7040805,-74.0105051,"{lng=-74.0105051, lat=40.7040805}"
MCDONALD'S 3410 BROADWAY New York NY 10031,40.8224474,-73.9530227,"{lng=-73.95302269999999, lat=40.8224474}"
BAKEWAY NYC 25-21 BROADWAY New York NY 11106,40.7632838,-73.9273703,"{lng=-73.92737029999999, lat=40.7632838}"
EASTVILLE COMEDY CLUB 85 EAST 4 STREET New York NY 10003,40.7322535,-73.9874105,"{lng=-73.9874105, lat=40.7322535}"
APPLEBEE'S NEIGHBORHOOD GRILL & BAR 2655 RICHMOND AVENUE New York NY 10314,40.5816978,-74.1661941,"{lng=-74.1661941, lat=40.5816978}"
LA CUCINA MEXICAN GRILL AND CANTINA BAR 4503 5 AVENUE New York NY 11220,40.6385229,-74.0153231,"{lng=-74.0153231, lat=40.6385229}"
NICK'S LIVE LOBSTERS 2777 FLATBUSH AVENUE New York NY 11234,40.6053696,-73.9176943,"{lng=-73.9176943, lat=40.6053696}"
KOITO JAPANESE RESTAURANT 310 EAST 93 STREET New York NY 10128,40.7826039,-73.9506774,"{lng=-73.9506774, lat=40.7826039}"
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 601 8 AVENUE New York NY 10018,40.755322,-73.9932872,"{lng=-73.9932872, lat=40.755322}"
TALK OF THE TOWN RESTAURANT 37-21 72 STREET New York NY 11372,40.7527924,-73.8801301,"{lng=-73.8801301, lat=40.7527924}"
KING'S WOK 6179 STRICKLAND AVE New York NY 11234,40.6096117,-73.9138839,"{lng=-73.9138839, lat=40.60961169999999}"
DUNKIN' DONUTS 2166 AMSTERDAM AVENUE New York NY 10032,40.8394527,-73.9372543,"{lng=-73.93725429999999, lat=40.8394527}"
BURGER KING 5718 MYRTLE AVENUE New York NY 11385,40.7002905,-73.9029515,"{lng=-73.9029515, lat=40.7002905}"
GLORIA'S NEXT GENERATION 987 NOSTRAND AVENUE New York NY 11225,40.664417,-73.9510054,"{lng=-73.9510054, lat=40.664417}"
COMMON GROUNDS COFFEE HOUSE 376 TOMPKINS AVENUE New York NY 11216,40.6844458,-73.9444045,"{lng=-73.94440449999999, lat=40.6844458}"
MARACAS STEAKHOUSE 143 SHERMAN AVENUE New York NY 10034,40.8643445,-73.9234825,"{lng=-73.9234825, lat=40.8643445}"
JIN FENG 2 ELDRIDGE STREET New York NY 10002,40.7137072,-73.9939169,"{lng=-73.9939169, lat=40.71370719999999}"
THE GRISLY PEAR 107 MACDOUGAL STREET New York NY 10012,40.729911,-74.000945,"{lng=-74.000945, lat=40.729911}"
NEW ASIAN RESTAURANT 41-24 162 STREET New York NY 11358,40.760743,-73.7977928,"{lng=-73.7977928, lat=40.76074300000001}"
EAST SIDE BRICKOVEN PIZZA 1159 3 AVENUE New York NY 10065,40.7645239,-73.9624327,"{lng=-73.96243270000001, lat=40.7645239}"
BLEND 47-04 VERNON BOULEVARD New York NY 11101,40.745386,-73.953512,"{lng=-73.953512, lat=40.745386}"
"BURGER KING, POPEYE'S CHICKEN & BISCUITS 164-17 UNION TURNPIKE New York NY 11366",40.7221208,-73.8039143,"{lng=-73.8039143, lat=40.7221208}"
EL AGUILA BAR RESTAURANT 1404 OGDEN AVENUE New York NY 10452,40.8426183,-73.9237779,"{lng=-73.92377789999999, lat=40.8426183}"
Da Gennaro 129 MULBERRY STREET New York NY 10013,40.7183501,-73.9979854,"{lng=-73.99798539999999, lat=40.71835009999999}"
STATEN ISLAND DINER 1877 VICTORY BOULEVARD New York NY 10314,40.613065,-74.126327,"{lng=-74.126327, lat=40.613065}"
IL FORNO 343 2 AVENUE New York NY 10003,40.7322535,-73.9874105,"{lng=-73.9874105, lat=40.7322535}"
MAMMA'S FAMOUS PIZZA & BURGERS 2345 BROADWAY New York NY 10024,40.7880469,-73.9771125,"{lng=-73.97711249999999, lat=40.7880469}"
ROOM CAFE 3530 FARRINGTON STREET New York NY 11354,40.7635242,-73.8316559,"{lng=-73.8316559, lat=40.7635242}"
KAMBI RAMEN 351 EAST 14 STREET New York NY 10003,40.7322535,-73.9874105,"{lng=-73.9874105, lat=40.7322535}"
DAO PALATE 329 FLATBUSH AVENUE New York NY 11217,40.6779795,-73.9726817,"{lng=-73.9726817, lat=40.6779795}"
LITTLE JERK CENTER 234-18 MERRICK BOULEVARD New York NY 11422,40.6741362,-73.7355106,"{lng=-73.7355106, lat=40.67413620000001}"
LA BELLLEZZA PIZZA 145 EAST 49 STREET New York NY 10017,40.7519846,-73.9697795,"{lng=-73.9697795, lat=40.7519846}"
SIMPLE CAFE 346 BEDFORD AVENUE New York NY 11249,40.7124896,-73.9629493,"{lng=-73.96294929999999, lat=40.7124896}"
CHIPOTLE MEXICAN GRILL 25 WEST 45 STREET New York NY 10036,40.7602619,-73.9932872,"{lng=-73.9932872, lat=40.7602619}"
BBQ CHICKEN 15823 NORTHERN BLVD New York NY 11358,40.7634273,-73.8070895,"{lng=-73.8070895, lat=40.7634273}"
SHANGRI-LA DELI 228 FORT WASHINGTON AVENUE New York NY 10032,40.8429611,-73.9419678,"{lng=-73.9419678, lat=40.8429611}"
BEACH BAR 2722 GERRITSEN AVE New York NY 11229,40.592744,-73.925346,"{lng=-73.92534599999999, lat=40.592744}"
SPA CASTLE/JUICE FARM 11-Nov 131 STREET New York NY 11356,40.7901266,-73.8477874,"{lng=-73.8477874, lat=40.7901266}"
THE BELL HOUSE 149 7 STREET New York NY 11215,40.7323344,-73.754168,"{lng=-73.75416799999999, lat=40.7323344}"
TENDA ASIAN FUSION 1734 SHEEPSHEAD BAY ROAD New York NY 11235,40.5851769,-73.9514096,"{lng=-73.95140959999999, lat=40.5851769}"
MADANGSUI 35 WEST 35 STREET New York NY 10001,40.7536854,-73.9991637,"{lng=-73.9991637, lat=40.75368539999999}"
MONAHAN & FITZGERALD 21417 41 AVENUE New York NY 11361,40.7622954,-73.7742616,"{lng=-73.7742616, lat=40.7622954}"
YORK CHAN RESTAURANT 744 NEW LOTS AVE New York NY 11207,40.666044,-73.882857,"{lng=-73.882857, lat=40.666044}"
HUGHES TAVERN 1682 1 AVENUE New York NY 10128,40.7826039,-73.9506774,"{lng=-73.9506774, lat=40.7826039}"
PRANNA RESTAURANT 79 MADISON AVENUE New York NY 10016,40.7441193,-73.9851923,"{lng=-73.9851923, lat=40.7441193}"
CABRINI 181 854 WEST 181 STREET New York NY 10033,40.851122,-73.9399619,"{lng=-73.9399619, lat=40.851122}"
HUDSON VIEW RESTAURANT 770 WEST 181 STREET New York NY 10033,40.8508609,-73.9380696,"{lng=-73.93806959999999, lat=40.8508609}"
GLENDALE BAGELS 69-35 MYRTLE AVENUE New York NY 11385,40.702077,-73.881554,"{lng=-73.881554, lat=40.702077}"
POPEYES CHICKEN & BISCUITS 2300 7 AVENUE New York NY 10030,40.8173411,-73.9433299,"{lng=-73.9433299, lat=40.8173411}"
MUSTANG THAKALI KITCHEN 74-14 37 AVENUE New York NY 11372,40.7527924,-73.8801301,"{lng=-73.8801301, lat=40.7527924}"
WHISKEY TAVERN 79 BAXTER STREET New York NY 10013,40.7164906,-73.9998041,"{lng=-73.99980409999999, lat=40.7164906}"
MERCY COLLEGE 1200 WATERS PLACE New York NY 10461,40.8464435,-73.8426802,"{lng=-73.84268019999999, lat=40.8464435}"
SAKURA JAPENESE RESTAURANT 837 MANHATTAN AVENUE New York NY 11222,40.728661,-73.953799,"{lng=-73.953799, lat=40.728661}"
WONG WONG NOODLE SHOP 5410 8 AVENUE New York NY 11220,40.6385229,-74.0153231,"{lng=-74.0153231, lat=40.6385229}"
LAI LAI GOURMET 5324 8 AVENUE New York NY 11220,40.6385229,-74.0153231,"{lng=-74.0153231, lat=40.6385229}"
POPEYES CHICKEN & BISCUITS 92-20 JAMAICA AVENUE New York NY 11421,40.693273,-73.852434,"{lng=-73.852434, lat=40.693273}"
ESTRELLITA POBLANA # 1 22272231 WESTCHESTER AVENUE New York NY 10462,40.8342096,-73.8516711,"{lng=-73.85167109999999, lat=40.8342096}"
CAFE O 42 130 WEST 42 STREET New York NY 10036,40.7218693,-73.796552,"{lng=-73.79655199999999, lat=40.7218693}"
COCO MOKA CAFE 2 PENN PLAZA New York NY 10121,40.749712,-73.992255,"{lng=-73.992255, lat=40.749712}"
VINO 313 201-203 EAST 31 STREET New York NY 10016,40.74727,-73.9800645,"{lng=-73.9800645, lat=40.74727}"
HAPPY FORTUNE RESTAURANT 47-57 47 STREET New York NY 11377,40.7413334,-73.9036487,"{lng=-73.90364869999999, lat=40.74133339999999}"
WECHSLER 120 1 AVENUE New York NY 10009,40.7275043,-73.9800645,"{lng=-73.9800645, lat=40.7275043}"
CHUNG HING CHINESE RESTAURANT 157 COURT STREET New York NY 11201,40.6888234,-73.9924723,"{lng=-73.9924723, lat=40.6888234}"
/ L'ECOLE 462 BROADWAY New York NY 10013,40.720807,-74.000082,"{lng=-74.00008199999999, lat=40.720807}"
TACO BELL PIZZA HUT 12 EAST 125 STREET New York NY 10035,40.794065,-73.9271644,"{lng=-73.9271644, lat=40.794065}"
JADE FOUNTAIN 185-20 HORACE HARDING EXPRESSWAY New York NY 11365,40.7400225,-73.7886562,"{lng=-73.78865619999999, lat=40.74002249999999}"
BABEL 131 AVENUE C New York NY 10009,40.724974,-73.978509,"{lng=-73.978509, lat=40.724974}"
GOTHAM PIZZA 1443 YORK AVENUE New York NY 10075,40.7699713,-73.9517051,"{lng=-73.9517051, lat=40.7699713}"
STARBUCKS COFFEE 0 JFK DELTA AIRLINES New York NY 11422,40.6584068,-73.7389596,"{lng=-73.7389596, lat=40.6584068}"
MITOUSHI SUSHI 10 AKRON STREET New York NY 10314,40.611921,-74.158704,"{lng=-74.158704, lat=40.611921}"
DISIAC LOUNGE 40012 WEST 54 STREET New York NY 10019,40.7686973,-73.9918181,"{lng=-73.9918181, lat=40.7686973}"
NEW HOP SHING KITCHEN 533 BLAKE AVENUE New York NY 11207,40.6671875,-73.8992839,"{lng=-73.8992839, lat=40.6671875}"
BARUCH COLLEGE 55 LEXINGTON AVENUE New York NY 10010,40.739101,-73.9846717,"{lng=-73.98467169999999, lat=40.739101}"
EL VIEJO YAYO REST II 317 9 STREET New York NY 11215,40.6681669,-73.9800645,"{lng=-73.9800645, lat=40.6681669}"
MILLARD FILLMORES TAVERN 16602 65 AVENUE New York NY 11365,40.7421943,-73.7889689,"{lng=-73.7889689, lat=40.7421943}"
